16,29598
32,16172
64,8754
128,5360
256,3271
512,1679
1024,1184
2048,950
4096,578
8192,330
16384,317
32768,289
65536,215
131072,204
262144,186
524288,187
1048576,208
2097152,190
4194304,285
8388608,264
16777216,492
33554432,319
67108864,296
134217728,297
268435456,485
